[2025-10-11 | 13:37:33] {client} ('127.0.0.1', 63686) :- joined the room
[2025-10-11 | 18:49:20] {Guest} ('127.0.0.1', 65078) :- received: jeet: ds
[2025-10-11 18:49:20] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:20] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:20] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:20] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:20] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:20] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:20] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:20] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:21] {jeet} ('127.0.0.1', 65066) :- sent: ds
[2025-10-11 | 18:49:21] {Guest} ('127.0.0.1', 65078) :- received: jeet: ds
[2025-10-11 18:49:21] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:21] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:21] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:21] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:21] {jeet} ('127.0.0.1', 65066) :- sent: ds
[2025-10-11 | 18:49:21] {Guest} ('127.0.0.1', 65078) :- received: jeet: ds
[2025-10-11 18:49:21] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:21] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:44] {Guest} ('127.0.0.1', 65078) :- sent: d
[2025-10-11 | 18:49:44] {jeet} ('127.0.0.1', 65066) :- received: jeet: d
[2025-10-11 18:49:44] {Guest} ('127.0.0.1', 65078) :- sent: asa
[2025-10-11 | 18:49:44] {jeet} ('127.0.0.1', 65066) :- received: jeet: asa
[2025-10-11 18:49:44] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:44] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:44] {Guest} ('127.0.0.1', 65078) :- sent: a
[2025-10-11 | 18:49:44] {jeet} ('127.0.0.1', 65066) :- received: jeet: a
[2025-10-11 18:49:45] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:45] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:45] {Guest} ('127.0.0.1', 65078) :- sent: as
[2025-10-11 | 18:49:45] {jeet} ('127.0.0.1', 65066) :- received: jeet: as
[2025-10-11 18:49:46] {Guest} ('127.0.0.1', 65078) :- sent: a
[2025-10-11 | 18:49:46] {jeet} ('127.0.0.1', 65066) :- received: jeet: a
[2025-10-11 18:49:46] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:46] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:46] {Guest} ('127.0.0.1', 65078) :- sent: sa
[2025-10-11 | 18:49:46] {jeet} ('127.0.0.1', 65066) :- received: jeet: sa
[2025-10-11 18:49:46] {Guest} ('127.0.0.1', 65078) :- sent: s
[2025-10-11 | 18:49:46] {jeet} ('127.0.0.1', 65066) :- received: jeet: s
[2025-10-11 18:49:53] {jeet} ('127.0.0.1', 65066) :- sent: ssd
[2025-10-11 | 18:49:53] {Guest} ('127.0.0.1', 65078) :- received: jeet: ssd
[2025-10-11 18:49:53] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:53] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 18:49:53] {jeet} ('127.0.0.1', 65066) :- sent: ds
[2025-10-11 | 18:49:53] {Guest} ('127.0.0.1', 65078) :- received: jeet: ds
[2025-10-11 18:49:54] {jeet} ('127.0.0.1', 65066) :- sent: d
[2025-10-11 | 18:49:54] {Guest} ('127.0.0.1', 65078) :- received: jeet: d
[2025-10-11 18:49:54] {jeet} ('127.0.0.1', 65066) :- sent: s
[2025-10-11 | 18:49:54] {Guest} ('127.0.0.1', 65078) :- received: jeet: s
[2025-10-11 | 18:50:04] {jeet} ('127.0.0.1', 65066) :- receive loop exited
[2025-10-11 | 18:50:04] {Guest} ('127.0.0.1', 65078) :- receive loop exited
[2025-10-11 18:50:05] {Guest} ('127.0.0.1', 65078) :- client exited
[2025-10-11 18:50:06] {jeet} ('127.0.0.1', 65066) :- client exited
